总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
113.8,9415,青山 青山 二至三环,杨春湖景苑,3室2厅1厨2卫,低楼层 (共11层),120.88㎡,平层,100.38㎡,塔楼,南 北,钢混结构,毛坯,两梯两户,有,暂无数据,2023-10-28,拆迁还建房,2014-01-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201222jKbCL
142.0,11042,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨2卫,中楼层 (共47层),128.6㎡,平层,暂无数据,塔楼,南 北,钢混结构,毛坯,三梯四户,有,暂无数据,2023-11-01,商品房,2021-05-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231012kFlfD
95.0,10076,青山 青山 ,冶金街怡兴社区,2室2厅1厨1卫,中楼层 (共6层),94.29㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-11-23,商品房,2004-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202303191yxYS
112.0,9608,青山 青山 ,成功花园,3室2厅1厨2卫,高楼层 (共7层),116.58㎡,错层,暂无数据,板楼,南 北,框架结构,其他,暂无数据,无,暂无数据,2023-11-20,商品房,2002-03-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231122ullNU
89.0,11607,青山 青山 ,冶金108街坊,3室1厅1厨1卫,中楼层 (共5层),76.68㎡,平层,暂无数据,板楼,东南 北,钢混结构,其他,两梯三户,有,暂无数据,2023-11-19,商品房,2006-07-11,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231120ZFiOe
63.0,10213,青山 青山 三至四环,青宜居一期,2室1厅1厨1卫,低楼层 (共18层),61.69㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,暂无数据,2023-11-19,商品房,2018-01-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231119ftGlW
85.0,13790,青山 青山 二至三环,武汉科技大学宿舍,2室1厅1厨1卫,高楼层 (共6层),61.64㎡,平层,51.55㎡,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-23,商品房,2013-01-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202304186qoUd
109.0,12888,青山 青山 二至三环,利加华庭,2室2厅1厨1卫,低楼层 (共11层),84.58㎡,平层,暂无数据,板楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-25,商品房,2018-06-08,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,20220227CHScK
120.0,14021,青山 青山 ,四十九街坊社区,2室2厅1厨1卫,高楼层 (共6层),85.59㎡,平层,85.59㎡,板楼,西 东,钢混结构,精装,暂无数据,无,暂无数据,2023-11-20,商品房,2001-07-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231122t9Wmx
105.0,12409,青山 青山 三至四环,绿地香树花城派克公馆,2室1厅1厨1卫,高楼层 (共45层),84.62㎡,平层,61.13㎡,板塔结合,南,钢混结构,简装,三梯四户,有,暂无数据,2023-11-22,商品房,2021-01-12,普通住宅,满两年,共有,"
                                有抵押 55万元 中国 业主自还
                              ",已上传房本照片,202306012efKg
83.0,11094,青山 青山 三至四环,青宜居一期,3室1厅1厨1卫,高楼层 (共18层),74.82㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-18,商品房,2017-08-15,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231116NZ0f4
128.0,13739,青山 青山 二至三环,悦达新天地,3室1厅1厨1卫,中楼层 (共31层),93.17㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-20,商品房,2017-01-01,普通住宅,满五年,共有,"
                                有抵押 45万元 业主自还
                              ",已上传房本照片,20211014Ettt5
111.0,10732,青山 洪山其它 三至四环,海伦国际,3室2厅1厨2卫,高楼层 (共38层),103.43㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,三梯六户,有,暂无数据,2023-11-08,商品房,2021-11-12,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231109vlHVi
56.0,12699,青山 青山 ,锦绣龙潭,2室1厅1厨1卫,中楼层 (共25层),44.1㎡,平层,暂无数据,板楼,东,钢混结构,精装,三梯十四户,有,暂无数据,2023-11-06,商品房,2018-03-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230707I5kEP
162.0,10990,青山 洪山其它 三至四环,海伦国际,9室3厅1厨3卫,低楼层 (共4层),147.41㎡,复式,暂无数据,暂无数据,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-06-11,商品房,2021-06-02,普通住宅,满两年,共有,"
                                有抵押 60万元 工商银行 业主自还
                              ",已上传房本照片,20201017BvLPT
150.0,13001,青山 青山 二至三环,翠竹苑,3室2厅1厨2卫,高楼层 (共7层),115.38㎡,平层,暂无数据,板楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-10-29,商品房,2016-11-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231030LOJRC
85.0,10487,青山 青山 二至三环,青康居,2室1厅1厨1卫,中楼层 (共14层),81.06㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-03,拆迁还建房,2018-01-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231106Nr9xF
105.0,17035,青山 青山 ,八大家花园38街坊,2室1厅1厨1卫,中楼层 (共34层),61.64㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯六户,有,暂无数据,2023-11-03,限价商品房,2020-02-07,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,	20201115TR5bo
130.0,10245,青山 青山 二至三环,碧苑花园,4室2厅1厨1卫,高楼层 (共7层),126.9㎡,错层,113.42㎡,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-11-20,商品房,2009-11-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231117uC0ab
81.0,12609,青山 青山 ,武钢钢花新村121小区,2室1厅1厨1卫,中楼层 (共7层),64.24㎡,平层,54.91㎡,板塔结合,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-10-29,商品房,2012-06-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202311051fbhf
60.0,9727,青山 青山 三至四环,青宜居一期,2室1厅1厨1卫,低楼层 (共18层),61.69㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,有,暂无数据,2023-11-06,商品房,2016-11-09,普通住宅,满五年,非共有,"
                                有抵押 168000万元
                              ",已上传房本照片,20231108XIYIh
147.0,18528,青山 青山 ,八大家花园42街坊,2室2厅1厨1卫,高楼层 (共40层),79.34㎡,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯五户,有,暂无数据,2023-11-12,限价商品房,2019-12-20,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202310088Kpwo
160.0,18588,青山 青山 二至三环,武汉科技大学宿舍,3室1厅1厨1卫,中楼层 (共7层),86.08㎡,平层,75.62㎡,塔楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2023-11-16,商品房,2013-07-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231117KV0CE
175.0,13897,青山 青山 ,和平花苑东区,3室2厅1厨2卫,中楼层 (共7层),125.93㎡,错层,暂无数据,板塔结合,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-06,商品房,2001-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20191230hhe6K
140.0,12109,青山 青山 三至四环,绿地香树花城,3室1厅1厨1卫,中楼层 (共47层),115.62㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-11-07,商品房,2021-07-15,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20231107OY7kt
97.0,15936,青山 青山 三至四环,钢花村街116社区,3室2厅1厨2卫,低楼层 (共8层),60.87㎡,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,2023-11-07,房改房,2021-11-04,普通住宅,满两年,非共有,"
                                有抵押 47万元 华夏银行 业主自还
                              ",已上传房本照片,20220215H48YE
115.0,12154,青山 青山 三至四环,绿地香树花城派克公馆,3室2厅1厨1卫,高楼层 (共34层),94.62㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,暂无数据,无,暂无数据,2023-11-02,商品房,2021-08-31,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231102juld5
105.0,14841,青山 青山 ,钢花新村111街,3室1厅1厨1卫,低楼层 (共6层),70.75㎡,平层,暂无数据,板楼,南,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-11-18,商品房,2003-08-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230915Ht5dX
87.0,10878,青山 青山 三至四环,新湘村小区,2室1厅1厨1卫,低楼层 (共7层),79.98㎡,平层,暂无数据,暂无数据,南 北,钢混结构,其他,暂无数据,暂无数据,暂无数据,2023-11-23,商品房,2021-07-22,普通住宅,满两年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片,20210729Zvegk
170.0,21704,青山 青山 ,奥山澜郡,2室2厅1厨1卫,中楼层 (共47层),78.33㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,四梯六户,有,暂无数据,2023-11-20,商品房,2018-05-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201205UxV4f
170.0,12884,青山 青山 三至四环,园林星城,3室1厅1厨2卫,中楼层 (共11层),131.95㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,暂无数据,2023-11-17,商品房,2018-09-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211208NaULg
155.0,17891,青山 青山 二至三环,奥山世纪城CC尚品,3室1厅1厨1卫,中楼层 (共30层),86.64㎡,平层,65.25㎡,塔楼,南,钢混结构,精装,两梯五户,有,暂无数据,2023-11-18,商品房,2018-07-16,普通住宅,满五年,共有,"
                                有抵押 30万元 公积金 业主自还
                              ",已上传房本照片,20231123GxUWY
152.0,17364,青山 青山 二至三环,奥山世纪城V公馆,2室1厅1厨1卫,中楼层 (共30层),87.54㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2023-11-21,商品房,2021-06-29,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230428g8VNv
65.0,9205,青山 青山 二至三环,青康居,2室2厅1厨1卫,低楼层 (共17层),70.62㎡,平层,60㎡,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-24,商品房,2019-01-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231124u7fm5
108.0,11759,青山 青山 二至三环,新安小区,2室2厅1厨1卫,中楼层 (共10层),91.85㎡,平层,76.88㎡,塔楼,南,钢混结构,简装,一梯两户,有,暂无数据,2023-11-13,商品房,2013-04-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200907rsqBO
50.0,11846,青山 青山 ,钢花村街119社区,1室1厅1厨1卫,中楼层 (共8层),42.21㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-16,商品房,2016-08-15,普通住宅,满五年,非共有,"
                                有抵押 20万元 光大银行 客户偿还
                              ",已上传房本照片,20231003c3k9a
100.0,13138,青山 青山 二至三环,吉庆苑小区,2室1厅1厨1卫,高楼层 (共7层),76.12㎡,平层,暂无数据,塔楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2023-11-14,商品房,2004-03-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230830v3cYZ
68.0,10003,青山 青山 三至四环,冶金106街坊,2室1厅1厨1卫,中楼层 (共7层),67.98㎡,平层,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-18,商品房,2003-09-03,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,201912243f6I6
118.0,19039,青山 青山 二至三环,武汉科技大学宿舍,2室1厅1厨1卫,中楼层 (共6层),61.98㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-11-21,商品房,2017-03-06,普通住宅,满五年,共有,"
                                有抵押 70万元 金融公司垫资
                              ",已上传房本照片,20210321oP7ya
110.0,8641,青山 青山 二至三环,杨春湖景苑,3室1厅1厨2卫,低楼层 (共18层),127.31㎡,平层,105.72㎡,塔楼,南 北,钢混结构,简装,两梯三户,有,暂无数据,2023-11-13,拆迁还建房,2014-01-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,	20200504oZoFf
